bookid	language	lc_classifications	lccn	ocaid	oclc_numbers	publish_country	year	publish_places	publishers	title	authorbirth	workyear	author	nwords	country	state	author_age	city	lc0	lc1	lc2	aLanguage	authorBirth_year
498387	862717	eng		9015775	elementaryelect01sloagoog	18487608	nyu	1909	New York	D. Van Nostrand company	Elementary electrical calculations	1851	NULL	T. O'Conor Sloane	80360	USA	NY	58	NULL	NULL	NULL	NULL	eng	1851
337980	260707	eng		3012869	cathedralchurch01clifgoog	1495412	enk	1900	London	G. Bell & sons	cathedral church of Lichfield	NULL	NULL	A. B. Clifton	39829	UK	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
666100	588229	ger		0	handbuchdergeweb02kl	2200492	gw	1889	Leipzig	W. Engelmann	Handbuch der Gewebelehre des Menschen	1817	NULL	Albert Kölliker	251341	Germany	NULL	72	NULL	NULL	NULL	NULL	ger	1817
1002773	1358991			0	journalsoflegis116ontauoft	0	onc	1867	[Toronto]	The Assembly	Journals of the Legislative Assembly of the Province of Ontario.	NULL	1867	Ontario. Legislative Assembly.	111810	NULL	NULL	NULL	NULL	NULL	NULL	NULL		NULL
669933	281421	eng	PS1252.C6 T5	3009673	thanksgivingeve00cann	0	mau	1847	Greenfield, Mass	Printed by Merriam and Mirick	Thanksgiving eve	1816	NULL	Josiah Dean] Canning	8685	USA	MA	31	NULL	P	PS	1252	eng	1816
873650	484081			12004865	moniterandmerroma00wordrich	0	xx	1912	New York	Harper	Monitor and the Merrimac	1818	NULL	John Lorimer Worden	8480	USA	NY	94	NULL	NULL	NULL	NULL	eng	1818
209774	159925			0	lesjuifsetlanti00beagoog	29903359		1893		L	(Les) juifs et l'antis	NULL	1893	Anatole Leroy -Beaulieu	105174	NULL	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
631192	1215203	eng		0	cihm_41600	0	enk	1752	London	Printed for T. Tyre ...	Reflections on the expediency of a law for the naturalization of foreign Protestants	1712	NULL	Josiah Tucker	20196	UK	NULL	40	NULL	NULL	NULL	NULL	eng	1712
939628	802466			0	partinggift00glasiala	31991971	stk	1850	Glasgow	Printed for the booksellers	parting gift.	NULL	NULL	NULL	769	UK	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
279906	346332	eng	PS8457 R85 H3 1897	0	habitantotherfre00drumuoft	0	nyu	1897	New York	G.P. Putnam's Sons	The Habitant	1854	NULL	Drummond, William Henry	23387	USA	NY	43	NULL	P	PS	8457	eng	1854
405160	295965	ger		0	diemodernekunst00rambgoog	38651073		1898		S. Kende	Die moderne Kunstbewegung: Zweck und Wesen der Secession	NULL	NULL	NULL	4889	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
22820	997927			0	londonwhatitisno00middrich	0	enk	1725	London	Sold by J. Roberts ... A. Dodd ... and E. Smith ...	London, what it is, not what it was	NULL	NULL	NULL	5769	UK	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
972004	135986		PR6011 L4 O55	0	oldships00flecuoft	0	|||	1915	London	Poetry Bookshop	old ships.	1884	1915	James Elroy Flecker	3899	UK	NULL	31	NULL	P	PR	6011	eng	1884
329520	784251	pol	PG7158 S4 Z87	0	wiek19iedziewitn00tarnuoft	0		1897	Krak	W Komisie Sp	Wiek 19 [i.e. dziewitnasty]	1837	NULL	Stanisław Tarnowski	45657	NULL	NULL	60	NULL	P	PG	7158	pol	1837
22560	997788			0	thomasmoore00moorrich	0	mau	1876	Boston	Lee and Shepard	poetical works of Thomas Moore.	1779	NULL	Moore, Thomas	583398	USA	MA	97	NULL	NULL	NULL	NULL	eng	1779
297383	90266	eng	PR3505.G33 P7	44012829	privilegepoem00gree	12403180	enk	1764	London	J. Ridley	Privilege.	NULL	NULL	Edward Burnaby Greene	4361	UK	NULL	NULL	NULL	P	PR	3505	Unknown	NULL
121600	1037778			0	elementsgeometr00admigoog	0		1846			The Elements of Geometry, Symbolically Arranged	NULL	1846	Great Britain Admiralty	21712	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
93175	1025956	eng		0	microcosmograph00earlgoog	0	enk	1786	[Salisbury]	London, printed A.D. 1650. Salisbury, reprinted and sold by E. Easton, 1786. Sold also by G. and T. Wilkie	Micro-cosmography	1600	1786	John Earle	27805	UK	NULL	186	NULL	NULL	NULL	NULL	eng	1600
104446	217621			0	roachsbeautiesm00roacgoog	37163272		1793		J. Roach	Roach's Beauties of the Modern Poets of Great Britain: Carefully Selected and Arranged ...	NULL	1793	John Roach	45297	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
252459	303051	ara	PJ6101 A82 1838	0	sharalazharyah00azhauoft	0	ua	1838	Blq	al-Mabaah al-Kubr	Shar al-Azharyah.	NULL	1838	Khlid ibn Abd Allh Azhar	NULL	NULL	NULL	NULL	NULL	P	PJ	6101	ara	NULL
90443	388715	fre	PQ67 B37 B35	0	louisbarthoubiog00bertuoft	0		1919	Paris	E. Sansot	Louis Barthou	1877	1919	Jules Bertaut	11062	France	NULL	42	NULL	P	PQ	67	fre	1877
648865	921228	eng	GV343 .O6	17031766	physicaltraining00onei	0	pau	1916	Philadelphia	Printed by the pupils of the Philadelphia trades school	Physical training for special classes of the elementary schools	NULL	NULL	O'Neill, Elizabeth,	14314	USA	PA	NULL	NULL	G	GV	343	eng	NULL
181861	291265			0	praktischeanwei02eytegoog	17161101		1824		In der Realschulbuchhandlung	Praktische Anweisung zur Wasserbaukunst: Welche eine Anleitung zum entwerfen, veranschlagen, und ...	NULL	NULL	David Gilly	37112	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
920394	1327732			0	onewonderfulrose00grifiala	0	mau	1920	Boston	R.G. Badger	One wonderful rose	1892	1920	Bertha Griffiths	67078	USA	MA	28	NULL	NULL	NULL	NULL	eng	1892
646958	1223579	eng		0	battlepiecesaspe00inmelv	0	nyu	1866	New York	Harper & Bros.	Battle-pieces and aspects of the war	1819	NULL	Herman Melville	35341	USA	NY	47	NULL	NULL	NULL	NULL	eng	1819
533399	575704	eng		0	constitutionofcu00cumb	25291736	pau	1843	Pittsburgh	printed by Arthur A. Anderson	The constitution of the Cumberland Presbyterian Church in the United States of America	NULL	NULL	Cumberland Presbyterian Church.	36462	USA	PA	NULL	NULL	NULL	NULL	NULL	eng	NULL
668750	371222	eng	PR4666 .A1 1888	25025832	completepoetical00elio	1252808	xx	1888	New York	F. A. Stokes	The complete poetical works of George Eliot	1819	NULL	George Eliot	80790	USA	NY	69	NULL	P	PR	4666	eng	1819
630772	982374	ger		0	dermorgeneinetra00ganz	12269167	sz	1917	Z	Rascher	Der Morgen	1890	NULL	Ganz, Hans	21637	Switzerland	NULL	27	NULL	NULL	NULL	NULL	ger	1890
54695	609235	ger		0	MN41773ucmf_10	45625895	gw	1867	Berlin	S. Calvary u. comp.	Gottes-Urtheil der Abendmahlsprobe	NULL	NULL	Benno Hilse	12552	Germany	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
824687	678508	eng	PS3265 .P6 1886	7022127	poemsofnature00whit	6359757	mau	1886	Boston and New York	Houghton, Mifflin and company	Poems of nature	1807	1886	John Greenleaf Whittier	7816	USA	MA	79	NULL	P	PS	3265	eng	1807
2445	589843		PS1560 .R5	1012436	rinaldorinaldini00dunl	11819327	nyu	1810	New York	Printed for the author	Rinaldo Rinaldini, or, The great banditti	1766	1810	William Dunlap	13880	USA	NY	44	NULL	P	PS	1560	eng	1766
165654	1053657			0	indiangamefromq01ricegoog	0		1884		Published by W. H. Allen& Co.	"Indian Game,": (from Quail to Tiger)	NULL	1884	William Rice	84094	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
806208	817646	eng	F1027 .S64	4017778	canadaandcanadi03smitgoog	4935260	enk	1891	London	Macmillan	Canada and the Canadian question	1823	NULL	Goldwin Smith	97650	UK	NULL	68	NULL	F	F	1027	eng	1823
918502	1326979			0	studiesandexerci00keynuoft	0	enk	1884	London	MacMillan	Studies and exercises in formal logic	1852	NULL	John Neville Keynes	106811	UK	NULL	32	NULL	NULL	NULL	NULL	eng	1852
130161	78064			0	mutualtuitionan01bellgoog	16132579		1823			Mutual tuition and moral discipline; or, Manual of instructions for conducting schools [&c.].	NULL	1823	Andrew Bell	47136	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
1003405	275046		PZ3.R415 Rb	19018301	redandblack00richiala	286013	nyu	1919	Garden City, N.Y	Doubleday, Page & Company	Red and black	1866	NULL	Grace S. Richmond	106181	USA	NY	53	NULL	P	PZ	3		1866
728183	836959	lat	B491.S65 B4	40000943	quidaristoteles00berggoog	24783367	fr	1889	Luteti	edebat F. Alcan	Quid Aristoteles de loco senserit	1859	NULL	Bergson, Henri	21117	France	NULL	30	NULL	B	B	491	lat	1859
430117	342917	fre		0	journaldemdecin02unkngoog	1754363		1862			Journal de m	NULL	NULL	NULL	158567	NULL	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
83021	1019984	eng		0	historyofarmyexp00canf	0	nhu	1869	Manchester, N.H	C.F. Livingston, printer	history of the army experience of William A. Canfield	1840	1869	William A. Canfield	7015	USA	NH	29	NULL	NULL	NULL	NULL	eng	1840
325515	614104	eng		0	methodofincreasi05west	79509463	enk	1799	[London	s.n.	method of increasing the quantity of circulating-money	NULL	1799	Ambrose Weston	3459	UK	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
536515	211287	fre	ML410G65 H4	30027659	gossecetlamusiq00hell	0	fr	1903	Paris	A. Charles	Gossec et la musique fran	1864	NULL	Frédéric Hellouin	39363	France	NULL	39	NULL	M	ML	410	fre	1864
614995	1205886	eng		0	cihm_39121	0	nyu	1866	Albany, N.Y	J. Munsell	History of Lake Champlain	1814	NULL	Peter S. Palmer	86738	USA	NY	52	NULL	NULL	NULL	NULL	eng	1814
74901	263784	eng		16005235	lawsofnewhampshi00newh	0	nhu	1904	Manchester, N.H	The John B. Clarke company	Laws of New Hampshire	NULL	NULL	New Hampshire	395545	USA	NH	NULL	NULL	NULL	NULL	NULL	eng	NULL
912013	1324558			0	russianfairybook00dole	0	xx	1907		Crowell	Russian fairy book.	1852	1907	Dole, Nathan Haskell	23538	NULL	NULL	55	NULL	NULL	NULL	NULL	eng	1852
14100	826283		B1296 .B7	10032054	lifeofjohnlocke01bour	0	nyu	1876	New York	Harper & brothers	life of John Locke.	1837	NULL	H. R. Fox Bourne	163617	USA	NY	39	NULL	B	B	1296	eng	1837
837098	717024	eng	GV1281 .F5	10004246	bridgewhist00fitc	17403182	nyu	1910	New York	P.F. Collier & Son	Bridge whist	1877	NULL	George Fitch	NULL	USA	NY	33	NULL	G	GV	1281	eng	1877
417016	331134	fre		0	annalesforestir03unkngoog	10050889		1844		Bureau des Annales foresti	Annales foresti	NULL	NULL	NULL	365353	NULL	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
156728	938563			0	almanach22wissgoog	41529858		1907		Verlag der Osterreichischen Akademie der Wissenschaften [etc.]	Almanach	NULL	1877	Österreichische Akademie der Wissenschaften	50783	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
266498	586739	eng		0	childrenoflove00monr	5198135	enk	1914	London	Poetry Bookshop	Children of love.	1879	NULL	Harold Monro	2958	UK	NULL	35	NULL	NULL	NULL	NULL	eng	1879
527671	1171812	eng		0	cihm_28312	0	onc	1872	Toronto	Church Print. and Pub. Co.	A sermon preached in St. George's Church, Toronto	1810	NULL	T. B. Fuller	4950	NULL	NULL	62	NULL	NULL	NULL	NULL	eng	1810
554514	978304	eng	TX715.6	0	cu31924085805137	50383677	onc	1899	Toronto	Westminster Co.	The Ideal cook book	NULL	NULL	Anne Clarke	106180	Canada	NULL	NULL	NULL	T	TX	715	eng	NULL
102693	244599			0	byzantinischeze08krumgoog	1537961		1906		Teubner	Byzantinische Zeitschrift	NULL	1894	Karl Krumbacher	268807	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
427083	125861	ita		0	sposizionedeidu00castgoog	38675282		1865		Tip. torinese	Sposizione dei due primi canti della Divina commedia	NULL	NULL	NULL	17418	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ita	NULL
121490	465680			0	fiftyyearsfleet01thomgoog	946255		1904		The Macmillan company	Fifty Years of Fleet Street: Being the Life and Recollections of Sir John R ...	NULL	1904	Frederick Moy Thomas	108198	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
662753	33437	eng	PR4422 .P6	98002114	treasurebitsenlg00port	0	nyu	1898	New York	E. R. Herrick and company	Treasure bits; Enlgihs authors; part first, Thomas Carlyle; part second, William Makepeace Thackeray	1845	NULL	Rose Porter	NULL	USA	NY	53	NULL	P	PR	4422	eng	1845
870914	1308897			0	echoesfromkottab00sulluoft	0	enk	1906	London	E. Grant Richards	Echoes from Kottabos	NULL	NULL	NULL	68880	UK	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
130932	473567			0	plantworlditsro00vincgoog	1499336		1897		D. Appleton and company	The Plant World: Its Romances and Realities; a Reading-book of Botany	NULL	1897	Frank Vincent	60309	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
554247	401649	eng	ML50.G711 R63 1890z	0	cu31924082581608	11956337	nyu	1890	New York	Theatre Ticket Office	Romeo and Juliet	1818	NULL	Charles Gounod	12188	USA	NY	72	NULL	M	ML	50	Unknown	1818
197932	590428			0	unverdaderohomb01asqugoog	67403499		1848		Impr. de J. Gonzalez y A . Vicente	Un verdadero hombre de bien, segunda parte: Comedia en tres actos y en verso	NULL	1848	Eusebio Asquerino	9271	NULL	NULL	NULL	NULL	NULL	NULL	NULL	spa	NULL
921949	1328334			0	thefundamentalc00euckuoft	0	nyu	1880	New York	Appleton	The fundamental concepts of modern philosophic thought	1846	NULL	Rudolf Eucken	100176	USA	NY	34	NULL	NULL	NULL	NULL	eng	1846
1019742	221052		PN4731 .S3 	14013589	influenceofpress00scotiala	0	enk	1913	London	S. W. Partridge & co., ltd.	influence of the press	1878	NULL	Scott-James, R. A.	67752	UK	NULL	35	NULL	P	PN	4731	eng	1878
381943	256917	rus		0	matvtoroeizdani00gorkgoog	77221536		1908		J. Ladyschnikow	MAT'.: Vtoroe Izdanie	1868	1908	Maksim Gorky	41846	NULL	NULL	40	NULL	NULL	NULL	NULL	rus	1868
438736	106475	fre		0	histoiredesaint01villgoog	77377481		1867		Putois-Crett	Histoire de Sainte Roseline de Villeneuve, religieuse chartreuse, et de l'influence ...	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
47564	1005968	eng		0	jewishhistoricoc00sterrich	0	nyu	1901	New York	[s.n.]	Jewish historico-critical school of the nineteenth century / by Nathan Stern.	1878	NULL	Nathan Stern	34060	USA	NY	23	NULL	NULL	NULL	NULL	eng	1878
312957	412401	eng	JK595.1868 .J74	12025867	trialofandrewjohn01john	0	dcu	1868	Washington	Govt. Print. Off.	Trial of Andrew Johnson	1808	1868	Johnson, Andrew	462455	USA	DC	60	NULL	J	JK	595	eng	1808
720211	491099	eng	TN785 .H7 1899	99003138	metallurgyleada00hofmgoog	3808349	nyu	1899	New York	The Scientific Publishing Company	metallurgy of lead and the desilverization of base bullion	1852	1892	H. O. Hofman	128442	USA	NY	47	NULL	T	TN	785	eng	1852
786427	825424	eng	PA325 .M5	1001636	limitationsofpre00mild	18252029	mdu	1900	Baltimore	J. Murphy Company	limitations of the predicative position in Greek ...	1868	1900	Alfred William Milden	9912	USA	MD	32	NULL	P	PA	325	Unknown	1868
780116	743509	eng	LAW <A & E Treatises>	24016479	lawexecutionsto00gilbgoog	5975826	enk	1763	London	Printed by His Majesty's law-printer, for W. Owen	The law of executions.	1674	NULL	Gilbert, Geoffrey Sir	106913	UK	NULL	89	NULL	NULL	NULL	NULL	eng	1674
532279	1173272	fre		0	leseauenlev00tass	0	fr	1878	Paris	Librairie de la Biblioth	seau enlev	1565	NULL	Alessandro Tassoni	85075	France	NULL	313	NULL	NULL	NULL	NULL	fre	1565
248701	1093526	eng		0	oflawsnavigation00unitrich	0	dcu	1886	Washington	G. P. O.	navigation laws of the United States	1776	1903	United States	300208	USA	DC	110	NULL	NULL	NULL	NULL	eng	1776
447464	354741	fre		0	essaidegologieo03bargoog	8455186		1805		Schoell et compagnie , [etc.]	Essai de g	NULL	NULL	NULL	109961	NULL	NULL	NULL	NULL	NULL	NULL	NULL	fre	NULL
606966	1200967	eng		0	cihm_37727	0	onc	1875	[Hamilton, Ont.?	s.n.]	Resolutions of Grand Lodge and rulings of Grand Masters of the Grand Lodge A.F. & A.M., of Canada that have the force of law	NULL	NULL	Freemasons. Grand Lodge (Canada)	16005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
22155	120729		DT54 .M35 1875	4024319	landofpharaohseg00mannuoft	0	enk	1875	London	Religious Tract Society	land of the Pharaohs	1822	NULL	Samuel Manning	41772	UK	NULL	53	NULL	D	DT	54	eng	1822
810650	348676	eng	QK93 .R3	5006009	classificationf00rendgoog	1513390	enk	1904	Cambridge	University Press	classification of flowering plants	1865	1904	A. B. Rendle	117567	UK	NULL	39	NULL	Q	QK	93	eng	1865
400056	715003	swe		0	entomologisktid12stocgoog	1030570		1904		Jacob Sp	Entomologisk tidskrift	NULL	NULL	NULL	38853	NULL	NULL	NULL	NULL	NULL	NULL	NULL	swe	NULL
568640	172994		DS413 D88	0	frompunjaubpome00dyso	0	enk	1913	London	Mills & Boon	From a Punjaub pomegranate grove	NULL	NULL	C. C. Dyson	61458	UK	NULL	NULL	NULL	D	DS	413	eng	NULL
348412	1149	eng	E207.B2 G8	3000181	commodorejohnbar00grif	0	pau	1902	Philadelphia	The author	Commodore John Barry, "the father of the American navy"	1842	NULL	Griffin, Martin I. J.	135318	USA	PA	60	NULL	E	E	207	eng	1842
667340	33473	ger		0	systematischesve00kreg	12194402	gw	1870	Wiesbaden	C.W. Kreidel's Verlag	Systematisches Verzeichniss der in Deutschland lebenden Binnen-Mollusken	NULL	NULL	Carl Kreglinger	NULL	Germany	NULL	NULL	NULL	NULL	NULL	NULL	ger	NULL
586770	192336	pol	DK436.5 J37 A3	0	dziesilatniewoli00jabl	0		1867	Lipsk	F.A. Brockhaus	Dziesi lat niewoli moskiewskiej	NULL	NULL	Adolf Jablosky	39574	NULL	NULL	NULL	NULL	D	DK	436	pol	NULL
723259	526391	eng	JK9714 1864 Dec. 29	32015107	billtobeentitled03conf	0	vau	1864	[Richmond	C.S.A.	A bill to be entitled An act for the further organization of the field artillery of the Confederate States.	NULL	NULL	Confederate States of America. Congress. House of Representatives.	NULL	USA	VA	NULL	NULL	J	JK	9714	eng	NULL
913844	1325256			0	viewscommerce00dewerich	0	nyu	1838	New York	David Felt	Moral views of commerce, society, and politics	1794	1838	Dewey, Orville	90422	USA	NY	44	NULL	NULL	NULL	NULL	eng	1794
930186	1331443			0	speechofcaptainw00eastrich	0	enk	1844	London	James Ridgway	Speech of Captain William Eastwick, on the case of the ameers of Sinde	1808	NULL	William Joseph Eastwick	13182	UK	NULL	36	NULL	NULL	NULL	NULL	eng	1808
950336	434377		PR1173 C5	0	worksofenglishpo16chaluoft	0	|||	1810	London	J. Johnson	works of the English poets, from Chaucer to Cowper	1759	NULL	Alexander Chalmers	457887	UK	NULL	51	NULL	P	PR	1173		1759
907705	1322920			0	washingtonfounde00carprich	0	xxu	1889	[Rhode Island?	s.n.	Washington the founder of the nation	1844	1889	George Moulton Carpenter	4468	USA	XX	45	NULL	NULL	NULL	NULL	eng	1844
319649	1123569	eng		0	wanderingrecoll00nealrich	0	mau	1869	Boston	Roberts brothers	Wandering recollections of a somewhat busy life	1793	NULL	John Neal	183291	USA	MA	76	NULL	NULL	NULL	NULL	eng	1793
328888	815523	eng	BV4211 .A5	0	thoughtsonpreachin00alex	0	nyu	1864	New York	Scribner	Thoughts on preaching, being contributions to homiletics.	1804	NULL	Alexander, James W.	109420	USA	NY	60	NULL	B	BV	4211	eng	1804
153882	869332			0	investigationpa04canagoog	7073596		1907		Govt. print. off.	Investigation of Panama Canal Matters: Hearings Before the Committee on Interoceanic Canals of ...	NULL	1907	United States Congress. Senate . Committee on Interoceanic Canals	136652	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
725911	728049	por	DP666.F45 P3	35024419	portugaleosseus00palmgoog	23552696	po	1877	Lisboa	Typ. da Bibiotheca universal de Lucas & filho	Portugal e os seus detractores	NULL	NULL	L. A. Palmeirim	71504	Portugal	NULL	NULL	NULL	D	DP	666	por	NULL
516064	851104	fre	DC279 H8 1889	0	napolonlepeti00hugo	0		1889	Paris	J. Hetzel	Napol	1802	NULL	Victor Hugo	70179	France	NULL	87	NULL	D	DC	279	fre	1802
701353	41319	eng		0	formationofchr03alli	4477006	enk	1865	London	Longman, Green	The formation of Christendom	1813	NULL	T. W. Allies	119534	UK	NULL	52	NULL	NULL	NULL	NULL	eng	1813
195938	718163			0	indextoperiodic01unkngoog	9904704		1901		The Review of reviews	Index to the Periodicals of ...	NULL	NULL	NULL	338978	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Unknown	NULL
292540	497154	eng		0	naturalhistoryof00turt	18648987	enk	1830	Teignmouth	E. Croydon	Natural history of the district ...	1762	NULL	William Turton	26469	UK	NULL	68	NULL	NULL	NULL	NULL	eng	1762
638075	513961	lat		0	stemmataaviumqua00klei	29159488	gw	1759	Lipsiae	Apud Adam. Henr. Holle	Stemmata avium	1685	NULL	Klein, Jacob Theodor	12097	Germany	NULL	74	NULL	NULL	NULL	NULL	lat	1685
100665	82000			0	geographiaclass02frosgoog	2739204		1835		Carey, Lea, and Blanchard	Geographia Classica: Or, the Application of Antient Geography to the Classics	NULL	NULL	Samuel Butler	52460	NULL	NULL	NULL	NULL	NULL	NULL	NULL	eng	NULL
993128	232562			10015368	earlygermanmusic00drumrich	5173493	nyu	1910	New York	D. Appleton & company, publishing agents	Early German music in Philadelphia ...	NULL	NULL	Robert Rutherford Drummond	20532	USA	NY	NULL	NULL	NULL	NULL	NULL	eng	NULL
374551	745462	ger		0	glossariumgerma00westgoog	9129078		1816		Typis J. Zanglianis	Glossarium Germanico-latinum vocum Obsoletarum primi et Medii Aevi Inprimis Bavaricarum. Tomus Prior	1748	NULL	Lorenz von Westenrieder	145953	NULL	NULL	68	NULL	NULL	NULL	NULL	ger	1748
464344	1150716	eng		0	cihm_12280	0	mau	1899	[Boston?	s.n.	founding of Quebec	1567	1899	Samuel de Champlain	12062	USA	MA	332	NULL	NULL	NULL	NULL	eng	1567
259011	819194	eng	SK313 L47 1879	0	americansportsma00lewiuoft	0		1879	Philadelphia	Lippincott	American sportsman	1820	1855	Elisha J. Lewis	149877	USA	PA	59	NULL	S	SK	313	eng	1820
977074	736412		D521 J6	17027768	topographystrate00johnuoft	0	|||	1917	New York	H. Holt	Topography and strategy in the war.	1878	1917	Johnson, Douglas Wilson	59727	USA	NY	39	NULL	D	D	521		1878
784055	848797	eng	PS2947 .N4 1875	30031325	neroanhistorica00storgoog	4262895	enk	1875	Edinburgh	W. Blackwood and sons	Nero	1819	NULL	William Wetmore Story	31840	UK	NULL	56	NULL	P	PS	2947	eng	1819
360185	730188	eng		0	anelementarytre07farrgoog	15237516		1833		Hilliard, Gray, andcompany	An Elementary Treatise on the Application of Trigonometry to Orthographic ...	1802	1833	John Farrar	78998	NULL	NULL	31	NULL	NULL	NULL	NULL	eng	1802
761387	422147	eng	PR2899 .J4	17017940	notesonshakespe00jeregoog	1876527	enk	1876	London	Clayton	Notes on Shakespeare	NULL	1876	John Jeremiah	NULL	UK	NULL	NULL	NULL	P	PR	2899	eng	NULL
